Quantity,Price,Side
0.0001,30264.73,SELL,1688757763557
0.0001,30200.03,SELL,1688757823937
0.0001,30193.66,BUY,1688757824301
0.0001,30211.709999999995,BUY,1688757884810
0.0001,30205.66,BUY,1688757945548
0.0001,30262.87,SELL,1688757946044
0.0001,30199.989999999998,BUY,1688758006587
0.0001,30197.68,SELL,1688758006836
0.0001,30190.05,SELL,1688758067614
0.0001,30203.93,BUY,1688758067994
0.0001,30190.01,SELL,1688758128603
0.0001,30204.949999999997,BUY,1688758189634
0.0001,30199.62,BUY,1688758250601
0.0001,30312.59,SELL,1688758251108
0.0001,30213.879999999997,BUY,1688758311845
0.0001,30221.47,SELL,1688758312343
0.0001,30213.869999999995,BUY,1688758372938
0.0001,30270.11,SELL,1688758373307
0.0001,30213.83,BUY,1688758433858
0.0001,30223.07,SELL,1688758434226
0.0001,30214.219999999998,BUY,1688758494563
0.0001,30226.769999999997,BUY,1688758555347
0.0001,30295.87,SELL,1688758555575
0.0001,30226.769999999997,BUY,1688758615928
0.0001,30254.82,SELL,1688758616431
0.0001,30220.02,SELL,1688758676858
0.0001,30228.670000000002,SELL,1688758737571
0.0001,30227.05,BUY,1688758737932
0.0001,30225.01,SELL,1688758798226
0.0001,30224.989999999998,BUY,1688758859132
0.0001,30201.37,SELL,1688758920042
0.0001,30209.969999999998,BUY,1688758980613
0.0001,30289.0,SELL,1688758981104
0.0001,30209.99,BUY,1688759041508
0.0001,30258.63,SELL,1688759041879
0.0001,30209.99,BUY,1688759102221
0.0001,30249.57,SELL,1688759102602
0.0001,30212.67,BUY,1688759162999
0.0001,30256.0,SELL,1688759163365
0.0001,30224.989999999998,BUY,1688759223824
0.0001,30304.25,SELL,1688759224191
0.0001,30209.99,BUY,1688759284633
0.0001,30246.79,SELL,1688759284866
0.0001,30214.989999999998,BUY,1688759345307
0.0001,30263.67,SELL,1688759345548
0.0001,30219.969999999998,BUY,1688759406179
0.0001,30275.18,SELL,1688759406421
0.0001,30214.989999999998,BUY,1688759466808
0.0001,30305.66,SELL,1688759467163
0.0001,30219.989999999998,BUY,1688759527708
0.0001,30275.89,SELL,1688759528088
0.0001,30215.010000000002,SELL,1688759588543
0.0001,30229.93,BUY,1688759649569
0.0001,30292.86,SELL,1688759649944
0.0001,30229.879999999997,BUY,1688759710590
0.0001,30247.87,SELL,1688759710965
0.0001,30220.12,SELL,1688759771146
0.0001,30229.68,BUY,1688759771389
0.0001,30219.85,SELL,1688759831796
0.0001,30239.969999999998,BUY,1688759892486
0.0001,30231.78,SELL,1688759892863
0.0001,30234.969999999998,BUY,1688759953262
0.0001,30232.45,SELL,1688759953626
0.0001,30250.32,SELL,1688760014160
0.0001,30235.01,SELL,1688760075025
0.0001,30225.01,SELL,1688760135938
0.0001,30221.98,SELL,1688760196605
0.0001,30222.719999999998,SELL,1688760257445
0.0001,30234.969999999998,BUY,1688760318606
0.0001,30289.48,SELL,1688760318965
0.0001,30229.97,BUY,1688760379264
0.0001,30233.88,SELL,1688760379625
0.0001,30221.98,SELL,1688760440031
0.0001,30225.07,SELL,1688760500706
0.0001,30249.999999999996,BUY,1688760561367
0.0001,30246.89,SELL,1688760622013
0.0001,30235.72,BUY,1688760622498
0.0001,30249.999999999996,SELL,1688760682715
0.0001,30254.989999999998,BUY,1688760743524
0.0001,30250.09,SELL,1688760744016
0.0001,30239.989999999998,BUY,1688760804519
0.0001,30225.2,SELL,1688760804887
0.0001,30239.969999999998,BUY,1688760865381
0.0001,30253.14,SELL,1688760865747
0.0001,30227.940000000002,SELL,1688760926595
0.0001,30245.0,BUY,1688760987696
0.0001,30236.21,SELL,1688760988070
0.0001,30249.99,BUY,1688761048864
0.0001,30253.02,SELL,1688761049219
0.0001,30249.969999999998,BUY,1688761109714
0.0001,30265.82,SELL,1688761110090
0.0001,30244.97,BUY,1688761170256
0.0001,30235.21,SELL,1688761170614
0.0001,30239.95,BUY,1688761230999
0.0001,30275.29,SELL,1688761231493
0.0001,30239.969999999998,BUY,1688761292003
0.0001,30254.16,SELL,1688761292373
0.0001,30236.26,SELL,1688761352735
0.0001,30230.03,SELL,1688761413487
0.0001,30230.25,SELL,1688761474596
0.0001,30234.969999999998,BUY,1688761535733
0.0001,30243.41,SELL,1688761536119
0.0001,30237.62,BUY,1688761596495
0.0001,30257.3,SELL,1688761596862
0.0001,30230.0,SELL,1688761657535
0.0001,30232.649999999998,BUY,1688761718652
0.0001,30246.72,SELL,1688761719023
0.0001,30225.01,SELL,1688761779412
0.0001,30230.039999999997,SELL,1688761840592
0.0001,30245.01,SELL,1688761901501
0.0001,30252.28,BUY,1688761901869
0.0001,30280.76,BUY,1688761962154
0.0001,30295.69,SELL,1688761962643
0.0001,30300.01,SELL,1688762023069
0.00011,30305.3,BUY,1688762083777
0.00011,30344.94,SELL,1688762084270
0.00011,30305.24,BUY,1688762144835
0.00011,30331.24,SELL,1688762145086
0.0001,30280.0,SELL,1688762205409
0.0001,30269.05,BUY,1688762205773
0.0001,30275.01,SELL,1688762266222
0.0001,30269.41,BUY,1688762266573
0.0001,30255.010000000002,SELL,1688762326888
0.00011,30261.559999999998,BUY,1688762387585
0.00011,30285.43,SELL,1688762387949
0.0001,30264.989999999998,BUY,1688762448211
0.0001,30306.6,SELL,1688762448441
0.0001,30274.969999999998,BUY,1688762508735
0.0001,30286.97,SELL,1688762509145
0.0001,30264.989999999998,BUY,1688762569772
0.0001,30277.63,SELL,1688762570025
0.0001,30261.86,BUY,1688762630329
0.0001,30279.95,SELL,1688762630587
